id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
8141,I,0.675,0.5125,0.1625,2.76407625,1.190679,0.58116475,0.850485,5.0
8142,M,1.5625,1.2625,0.4625,38.782116,19.4194075,8.845044,10.3475675,12.0
8143,F,1.2,0.8875,0.3125,14.968536,6.4920355,2.9199985,4.3941725,12.0
8144,M,1.3,1.0,0.3875,20.73765925,7.1157245,4.63514325,7.01650125,10.0
8145,I,0.9,0.6625,0.225,6.13766675,2.721552,1.0489315,1.74349425,6.0
8146,I,0.925,0.7375,0.2,6.13766675,3.2601925,1.0489315,1.8427175,7.0
8147,F,1.6375,1.3125,0.4625,45.74191825,21.16290175,10.53183925,13.4660125,11.0
8148,F,1.3,1.0125,0.35,22.5378525,5.62737575,4.63514325,7.654365,14.0
8149,F,1.5125,1.1625,0.425,33.38153625,14.685041,8.164656,8.88756825,10.0
8150,M,1.65,1.2625,0.4375,37.32211675,15.60639975,11.07047975,10.4042665,10.0
8151,I,1.2,0.9875,0.3125,15.03940975,6.0384435,3.61456125,6.0951425,16.0
8152,M,1.575,1.225,0.4125,34.9549335,13.5227115,6.8889285,9.14271375,10.0
8153,I,0.975,0.725,0.2125,6.30776375,2.494756,1.31825175,2.1262125,7.0
8154,I,0.8875,0.675,0.225,6.0951425,2.11203775,1.190679,1.984465,7.0
8155,M,1.5,1.1625,0.4,31.524644,14.44407025,7.767763,8.3631025,11.0
8156,M,1.5375,1.1875,0.4375,37.03862175,13.73533275,7.98038425,17.57669,18.0
8157,I,1.175,0.9375,0.3125,13.56523575,5.96756975,2.891649,4.53592,9.0
8158,M,1.675,1.2625,0.4,37.32211675,18.3988255,7.5126175,9.07184,9.0
8159,I,0.975,0.75,0.25,7.44174375,3.798833,1.4458245,2.1262125,8.0
8160,F,1.525,1.225,0.4125,32.4601775,13.25339125,6.76135575,8.88756825,8.0
8161,I,0.9,0.675,0.225,6.44951125,2.65067825,1.31825175,1.757669,7.0
8162,M,1.0125,0.7625,0.3125,11.49572225,4.80524025,1.9561155,3.40194,14.0
8163,I,1.175,0.9375,0.3,13.16834275,5.159609,2.778251,4.252425,8.0
8164,F,1.4,1.1,0.3375,24.323871,10.24834425,4.86193925,7.2291225,10.0
8165,M,1.75,1.4875,0.4625,46.42230625,24.06251225,9.3836845,13.60776,10.0
8166,F,1.0,0.725,0.25,8.88756825,3.33106625,1.7293195,2.4097075,10.0
8167,I,1.3125,1.0,0.325,19.06503875,8.9867915,4.23825025,5.953395,10.0
8168,M,1.425,1.1875,0.4,27.9242575,11.75086775,7.3992195,8.50485,9.0
8169,F,1.4125,1.1,0.375,26.69105425,11.4248485,5.93922025,7.37087,8.0
8170,M,1.5875,1.2375,0.4375,38.82464025,17.57669,9.015141,9.7805775,11.0
8171,F,1.45,1.1375,0.375,25.92561775,11.01378075,5.8683465,7.5126175,9.0
8172,I,1.0125,0.775,0.2375,8.845044,3.912231,1.68679525,2.4097075,6.0
8173,I,1.3125,1.0375,0.35,19.60367925,8.97261675,4.139027,5.046211,9.0
8174,I,0.9625,0.725,0.2375,7.9095105,3.2601925,1.3891255,2.4097075,7.0
8175,M,1.525,1.15,0.425,31.6096925,10.432616,6.80388,9.07184,15.0
8176,M,1.6375,1.3125,0.5,40.5681345,13.73533275,8.6465975,12.757275,16.0
8177,I,1.0875,0.8125,0.275,9.25611175,3.67126025,1.82854275,2.551455,8.0
8178,F,1.2375,0.775,0.3375,18.80989325,6.4353365,3.8271825,6.23689,13.0
8179,I,0.925,0.675,0.2125,6.577084,3.35941575,1.51669825,1.984465,6.0
8180,M,1.45,1.175,0.375,27.839209,12.60135275,6.2652395,7.824462,10.0
8181,I,0.975,0.75,0.2,6.30776375,2.6932025,1.31825175,2.551455,6.0
8182,I,1.3375,1.025,0.325,19.17843675,8.40562675,3.912231,5.953395,8.0
8183,I,0.6375,0.4875,0.2,2.8066005,1.0489315,0.5953395,0.7087375,6.0
8184,M,1.575,1.25,0.375,34.6147395,17.61921425,6.30776375,8.1363065,9.0
8185,M,1.4375,1.1,0.4,29.97959625,11.736693,5.613201,8.50485,10.0
8186,I,0.575,0.575,0.1625,2.08368825,0.89300925,0.396893,0.60951425,5.0
8187,M,1.45,1.15,0.3875,27.839209,12.60135275,5.8683465,7.93786,10.0
8188,I,1.2125,0.8875,0.2875,13.48018725,5.74077375,2.90582375,4.3941725,11.0
8189,I,1.45,1.15,0.375,25.7696955,10.5176645,6.2085405,7.5126175,11.0
8190,M,1.55,1.1625,0.4,31.39707125,15.1102835,6.6054335,7.93786,8.0
8191,F,1.2125,0.95,0.35,16.42853525,7.3992195,3.5436875,4.819415,8.0
8192,M,1.5125,1.1375,0.3625,30.1922175,14.21727425,7.41339425,7.6827145,9.0
8193,M,1.2625,1.0,0.3375,19.20678625,9.00096625,4.26659975,5.216308,8.0
8194,M,1.5625,1.1875,0.375,29.01571325,12.26115875,6.13766675,8.3631025,11.0
8195,M,1.175,0.8875,0.3,13.8062065,5.159609,2.62232875,4.3941725,11.0
8196,I,1.2625,1.0,0.35,18.27125275,8.3631025,4.12485225,5.2446575,8.0
8197,I,1.0875,0.8375,0.275,11.77921725,5.37223025,2.62232875,3.6570855,8.0
8198,F,1.2,0.9625,0.325,16.99552525,8.43397625,3.86970675,4.9611625,9.0
8199,M,1.65,1.3125,0.425,44.22522,20.2131935,12.076887,13.1825175,13.0
8200,M,1.425,1.1,0.425,24.84833675,10.30504325,5.2446575,8.0796075,10.0
8201,M,1.5,1.2125,0.4375,35.81959325,16.499409,8.60407325,8.9300925,9.0
8202,I,0.9125,0.675,0.225,6.30776375,2.42388225,1.6726205,2.1262125,6.0
8203,I,0.9375,0.725,0.225,7.55514175,2.721552,1.45999925,2.26796,6.0
8204,F,1.6125,1.275,0.4,33.8776525,10.81533425,6.973977,10.489315,11.0
8205,F,1.575,1.1375,0.4625,29.029888,13.210867,6.22271525,8.50485,9.0
8206,M,1.25,0.9375,0.3375,17.84601025,6.0951425,4.06815325,5.0745605,14.0
8207,I,0.9625,0.75,0.25,7.9095105,3.55786225,1.48834875,2.551455,6.0
8208,I,1.4125,1.0625,0.3375,20.3265915,9.68135425,4.706017,5.953395,9.0
8209,I,0.9,0.675,0.225,5.82582225,2.721552,1.0489315,1.74349425,7.0
8210,F,1.5375,1.175,0.425,29.97959625,10.149121,7.32834575,9.56795625,14.0
8211,I,1.525,1.2,0.4125,30.94347925,14.685041,7.767763,8.50485,11.0
8212,I,1.275,1.05,0.325,19.74542675,9.62465525,4.72019175,5.96756975,9.0
8213,M,1.575,1.2,0.425,34.62891425,18.12950525,8.0796075,7.6260155,9.0
8214,I,0.9125,0.6625,0.225,5.28718175,2.721552,1.0489315,1.8427175,6.0
8215,I,1.4,1.1125,0.4125,22.5378525,9.76640275,5.8116475,6.23689,10.0
8216,M,1.5375,1.175,0.4125,31.70891575,12.927372,6.22271525,9.4970825,20.0
8217,I,0.8875,0.7,0.2125,7.21494775,2.7499015,1.7293195,2.26796,7.0
8218,M,1.45,1.1125,0.375,28.64716975,12.3320325,5.9250455,7.654365,9.0
8219,F,1.525,1.175,0.4,29.44095575,13.2392165,7.37087,8.0796075,9.0
8220,I,1.1,0.8375,0.3125,11.169703,5.37223025,2.6932025,3.2601925,8.0
8221,F,1.5625,1.225,0.4375,32.78619675,13.6361095,6.64795775,8.6465975,12.0
8222,I,0.9,0.675,0.225,7.144074,3.07592075,1.0489315,2.26796,7.0
8223,M,1.4,1.175,0.4625,26.15241375,10.2341695,4.46504625,10.6310625,16.0
8224,M,1.325,1.0,0.3625,23.79940525,7.55514175,4.63514325,8.3631025,18.0
8225,I,1.1875,0.8875,0.275,14.968536,6.0951425,2.42388225,4.15320175,7.0
8226,I,1.175,0.875,0.25,13.96212875,5.9817445,2.8066005,3.8271825,7.0
8227,I,1.4375,1.125,0.325,21.58814425,10.47514025,4.8477645,6.747181,8.0
8228,I,1.0875,0.8125,0.275,10.50348975,4.83358975,2.2963095,2.6932025,9.0
8229,I,0.5125,0.3875,0.125,1.304077,0.5386405,0.18427175,0.4252425,5.0
8230,F,1.5625,1.225,0.5125,36.18813675,14.92601175,6.520385,12.40290625,19.0
8231,F,1.25,0.9625,0.3,15.3937785,6.7755305,3.7137845,4.9611625,9.0
8232,F,1.1125,0.875,0.2625,13.777857,4.72019175,3.3168915,3.7137845,7.0
8233,I,1.3125,1.0,0.375,15.40795325,6.30776375,3.4869885,4.53592,9.0
8234,M,1.6375,1.275,0.4375,39.7743485,16.726205,8.57572375,11.90679,11.0
8235,F,1.3,1.0625,0.4,23.85610425,7.49844275,3.6570855,10.20582,16.0
8236,I,1.1625,0.8875,0.275,13.33843975,5.443104,2.96252275,3.96893,7.0
8237,F,1.625,1.2875,0.4375,41.23434775,20.6100865,8.83086925,11.5949455,11.0
8238,F,1.4375,1.125,0.325,24.79163775,11.35397475,4.97533725,7.5126175,9.0
8239,F,1.2125,0.925,0.3125,14.5999925,5.96756975,3.86970675,4.1106775,9.0
8240,I,0.525,0.375,0.0875,1.09145575,0.3118445,0.18427175,0.29766975,5.0
8241,I,1.2625,0.9625,0.3375,17.7184375,9.525432,3.061746,4.53592,8.0
8242,F,1.1625,0.95,0.3,14.8834875,4.6776675,3.1467945,4.53592,10.0
8243,M,1.5375,1.1,0.375,28.689694,10.7444605,5.556502,9.2135875,12.0
8244,M,1.5,1.175,0.3875,30.6458095,14.2030995,6.93145275,7.9095105,10.0
8245,M,1.525,1.1625,0.4,31.3261975,11.07047975,6.80388,9.2135875,14.0
8246,I,1.2875,1.0,0.3125,18.4555245,9.2135875,3.9405805,4.819415,7.0
8247,I,1.1125,0.825,0.25,10.41844125,4.932813,2.14038725,3.40194,7.0
8248,F,1.375,1.0375,0.375,22.4244545,9.865626,5.42892925,6.0951425,10.0
8249,I,1.2125,0.9375,0.35,15.87572,5.443104,3.4869885,4.819415,8.0
8250,M,1.6875,1.3125,0.4375,39.179009,18.540573,8.88756825,11.24057675,13.0
8251,F,1.4375,1.1,0.4,30.43318825,12.85649825,5.216308,8.7599955,14.0
8252,F,1.5,1.1875,0.4375,40.25629,10.9712565,8.15048125,13.834556,19.0
8253,M,1.625,1.3125,0.4125,46.67745175,22.01338675,6.9456275,11.4815475,9.0
8254,M,1.525,1.175,0.425,32.2333815,14.84096325,7.0023265,8.788345,10.0
8255,I,1.0625,0.775,0.275,9.355335,3.8838815,2.324659,2.6932025,7.0
8256,I,1.375,1.0625,0.3625,22.29688175,6.98815175,5.14543425,7.654365,17.0
8257,I,1.1375,0.8875,0.3,12.34620725,5.499803,2.4097075,3.5436875,8.0
8258,M,1.375,1.025,0.35,18.24290325,7.75358825,4.6209685,5.953395,9.0
8259,M,1.4375,1.125,0.375,26.138239,10.24834425,4.932813,7.37087,14.0
8260,F,1.6125,1.25,0.3875,32.16250775,13.31009025,7.200773,8.6465975,10.0
8261,M,1.425,1.1375,0.4,25.72717125,10.829509,5.0178615,7.7961125,10.0
8262,F,1.425,1.15,0.3875,29.8520235,12.530479,5.51397775,9.63883,13.0
8263,F,1.5,1.2375,0.4125,31.3261975,14.33067225,7.0023265,8.9300925,10.0
8264,M,1.25,0.9375,0.3625,15.5071765,6.50621025,3.685435,4.819415,8.0
8265,M,1.375,1.0875,0.4,25.41532675,9.90815025,5.93922025,7.7961125,11.0
8266,M,1.325,1.0625,0.325,20.0430965,7.6260155,4.819415,6.0951425,11.0
8267,F,1.425,1.1625,0.45,28.64716975,12.2753335,7.2858215,7.2291225,9.0
8268,M,1.475,1.1875,0.35,25.7696955,10.73028575,4.989512,7.7961125,15.0
8269,F,1.275,1.0125,0.3125,22.5378525,8.4765005,4.3941725,5.839997,10.0
8270,I,0.5125,0.3625,0.1,1.31825175,0.3118445,0.1984465,0.283495,5.0
8271,F,1.4875,1.1625,0.375,27.952607,11.94931425,5.08873525,8.0796075,11.0
8272,I,0.95,0.75,0.2625,9.19941275,4.15320175,1.31825175,2.494756,7.0
8273,F,1.5375,1.225,0.3875,29.86619825,12.23280925,6.53455975,8.221355,11.0
8274,M,1.325,1.0,0.35,18.030282,7.35669525,4.195726,5.953395,10.0
8275,M,1.475,1.1625,0.3125,24.323871,9.19941275,5.71242425,7.5126175,10.0
8276,F,1.775,1.4125,0.4625,49.384829,21.98503725,9.53960675,12.3887315,11.0
8277,F,1.4375,1.15,0.4,26.43590875,8.63242275,5.8683465,7.7961125,14.0
8278,F,1.55,1.2125,0.4125,34.23202125,14.8834875,6.747181,10.6310625,10.0
8279,I,1.0125,0.775,0.225,7.49844275,3.1467945,1.63009625,2.26796,8.0
8280,I,0.6875,0.5,0.1625,3.01922175,1.34660125,0.80796075,0.850485,6.0
8281,M,1.575,1.25,0.4125,33.40988575,13.4660125,8.3064035,10.77281,11.0
8282,F,1.3125,1.0,0.375,18.86659225,6.90310325,3.4869885,6.0951425,13.0
8283,F,1.525,1.175,0.425,31.6096925,13.9196045,6.42116175,7.5126175,13.0
8284,M,1.575,1.2,0.4,29.72445075,12.927372,7.767763,8.9300925,11.0
8285,I,1.2875,0.9875,0.3125,13.8062065,6.406987,3.13261975,4.3941725,8.0
8286,F,1.1375,0.8875,0.325,12.51630425,4.7343665,3.061746,4.1106775,11.0
8287,M,1.6125,1.2,0.4,35.72037,16.48523425,8.68912175,8.6465975,10.0
8288,I,0.875,0.6625,0.225,5.91087075,2.721552,1.1623295,1.984465,6.0
8289,M,1.1,0.875,0.3125,11.3398,4.43669675,3.2601925,3.96893,10.0
8290,M,1.3,1.0,0.3375,20.28406725,7.7961125,5.386405,5.386405,11.0
8291,M,1.55,1.175,0.3875,36.18813675,17.9452335,8.1363065,8.788345,11.0
8292,M,1.35,1.075,0.375,23.189891,11.75086775,4.5642695,6.23689,10.0
8293,F,1.5375,1.1875,0.425,32.04910975,13.11164375,6.3219385,8.50485,10.0
8294,F,1.2625,0.95,0.3125,17.4349425,6.7755305,4.252425,4.9611625,8.0
8295,I,0.5375,0.375,0.1375,1.6726205,0.52446575,0.35436875,0.35436875,5.0
8296,I,1.375,1.05,0.3375,20.22736825,8.71747125,4.01145425,5.953395,10.0
8297,F,1.6125,1.2625,0.475,36.967748,16.782904,8.731646,10.0073735,10.0
8298,F,1.425,1.0875,0.375,25.35862775,9.07184,4.12485225,7.93786,13.0
8299,M,1.0375,0.8125,0.25,10.149121,4.89028875,2.14038725,2.9766975,7.0
8300,I,0.4,0.275,0.0875,0.41106775,0.18427175,0.0850485,0.1417475,4.0
8301,F,1.25,1.0,0.325,21.375523,8.845044,3.72795925,6.520385,9.0
8302,I,1.1375,0.875,0.275,13.721158,5.82582225,2.721552,3.8271825,7.0
8303,F,1.6,1.2125,0.4625,29.653577,12.927372,7.4559185,8.9300925,10.0
8304,M,1.5125,1.2,0.4,32.81454625,14.5432935,7.767763,8.50485,10.0
8305,M,1.45,1.125,0.3125,25.51455,10.149121,4.762716,7.2291225,12.0
8306,F,1.5375,1.15,0.475,31.42542075,14.16057525,7.087375,8.9300925,10.0
8307,F,1.6125,1.25,0.45,37.0527965,12.643877,7.824462,12.757275,19.0
8308,M,1.5625,1.2125,0.4125,34.529691,18.2287285,8.4198015,8.9300925,10.0
8309,F,1.7125,1.325,0.4125,42.467551,18.9091165,9.6671795,10.942907,8.0
8310,M,1.325,1.05,0.425,26.365035,10.78698475,4.8477645,9.0434905,12.0
8311,I,1.2,0.95,0.3125,15.5071765,6.5487345,3.3735905,4.6776675,10.0
8312,I,0.925,0.6875,0.2,6.08096775,2.65067825,1.31825175,1.984465,8.0
8313,M,1.6625,1.2875,0.45,40.9083285,17.78931125,8.561549,11.3681495,13.0
8314,F,1.3,1.0,0.3125,20.79435825,9.412034,4.7910655,5.2446575,9.0
8315,I,1.1875,0.9125,0.3,14.3731965,6.19436575,2.8066005,4.6776675,8.0
8316,F,1.5125,1.125,0.375,32.601925,11.07047975,6.33611325,11.3398,20.0
8317,M,1.55,1.1875,0.375,39.02308675,17.13727275,7.86698625,8.731646,9.0
8318,F,1.175,0.8875,0.3125,12.813974,4.649318,2.5231055,3.8271825,9.0
8319,F,1.6125,1.275,0.4375,50.6605565,23.530085,9.53960675,11.4248485,11.0
8320,M,1.4875,1.125,0.3375,27.62658775,14.10387625,5.23048275,7.5126175,11.0
8321,M,1.2,0.95,0.325,16.88212725,7.597666,3.685435,4.7343665,8.0
8322,M,1.65,1.3375,0.5375,45.529297,18.18620425,9.05766525,14.84096325,13.0
8323,F,0.925,0.725,0.225,6.577084,3.18931875,1.11980525,1.984465,6.0
8324,I,1.15,0.9375,0.2875,13.8062065,6.406987,3.13261975,4.3941725,8.0
8325,F,1.575,1.225,0.425,32.24755625,10.61688775,7.0023265,9.7238785,12.0
8326,M,1.625,1.3125,0.5,36.3157095,14.17475,8.23552975,13.60776,20.0
8327,F,1.4,1.05,0.375,26.2232875,10.47514025,6.78970525,7.7961125,11.0
8328,I,0.9375,0.6875,0.2375,7.1157245,3.118445,1.51669825,2.1262125,7.0
8329,F,1.5375,1.2875,0.5,36.55668025,16.329312,5.8683465,11.90679,12.0
8330,I,0.7125,0.5375,0.2,3.96893,1.417475,0.60951425,0.97805775,6.0
8331,I,1.2,0.925,0.3625,17.7184375,7.540967,3.061746,4.53592,13.0
8332,M,1.375,1.0625,0.325,21.87163925,9.298636,4.15320175,6.520385,11.0
8333,I,0.6875,0.5375,0.1875,3.01922175,1.530873,0.80796075,0.850485,6.0
8334,M,1.2,0.975,0.275,18.24290325,7.47009325,4.4508715,4.9611625,7.0
8335,F,1.575,1.2625,0.4375,37.03862175,17.1514475,7.98038425,9.7805775,11.0
8336,F,1.8375,1.4625,0.55,49.32813,21.98503725,11.90679,16.8679525,11.0
8337,I,1.1625,0.9,0.3,13.494362,5.896696,2.778251,4.6776675,9.0
8338,M,1.525,1.1875,0.3875,29.49765475,10.47514025,6.917278,10.8011595,8.0
8339,F,1.425,1.0875,0.375,24.84833675,9.87980075,5.45727875,7.7961125,11.0
8340,F,1.4875,1.175,0.375,22.75047375,10.829509,4.32329875,6.9456275,9.0
8341,M,1.4875,1.2,0.4,33.5941575,14.288148,7.10154975,8.1363065,9.0
8342,I,1.4125,1.0625,0.325,21.72989175,9.53960675,5.06038575,4.819415,8.0
8343,M,1.4125,1.1,0.4,24.097075,9.752228,5.48562825,7.2291225,10.0
8344,M,1.3625,1.0625,0.35,24.7491135,9.87980075,4.55009475,7.5126175,13.0
8345,M,1.3125,1.025,0.4125,18.01610725,7.0590255,4.3374735,7.087375,12.0
8346,F,1.7,1.375,0.475,50.6605565,20.354941,11.9351395,14.9968855,16.0
8347,F,1.55,1.2125,0.4,33.46658475,10.8011595,7.200773,10.0640725,13.0
8348,I,0.925,0.725,0.2125,6.7188315,3.061746,1.11980525,2.324659,7.0
8349,F,1.65,1.3125,0.4625,41.4186195,17.4349425,9.9506745,11.1980525,11.0
8350,M,1.525,1.225,0.4,30.844256,11.4815475,7.66853975,10.489315,13.0
8351,I,1.025,0.7875,0.25,9.34116025,4.32329875,1.6159215,2.6932025,6.0
8352,M,1.5875,1.2375,0.4125,35.81959325,14.7133905,8.60407325,10.942907,10.0
8353,I,0.8375,0.625,0.225,4.97533725,2.1829115,0.963883,1.8427175,7.0
8354,F,1.55,1.175,0.4125,29.766975,13.53688625,6.56290925,8.6465975,10.0
8355,F,1.5,1.2,0.3875,26.54930675,12.20445975,5.6699,8.0796075,11.0
8356,M,0.6125,0.4375,0.2,2.381358,0.963883,0.226796,0.56699,5.0
8357,F,1.6875,1.3125,0.5125,41.63124075,18.9091165,8.83086925,10.0640725,10.0
8358,M,1.3,1.0125,0.375,17.70426275,7.41339425,3.95475525,7.087375,11.0
8359,M,1.7375,1.4625,0.5375,49.384829,21.262125,11.38232425,14.17475,9.0
8360,I,0.9,0.65,0.2125,6.39281225,2.79242575,1.20485375,1.984465,7.0
8361,I,1.3,0.9625,0.35,18.6256215,8.2497045,4.252425,5.5281525,8.0
8362,I,1.3375,1.0375,0.3625,22.66542525,8.97261675,4.989512,6.0951425,10.0
8363,I,1.0375,0.8125,0.275,9.82310175,4.6776675,1.17650425,2.9766975,10.0
8364,F,1.15,0.875,0.275,14.04717725,5.74077375,2.96252275,4.3941725,12.0
8365,F,1.175,0.8875,0.3,15.09610875,6.13766675,3.5436875,4.6776675,10.0
8366,F,1.175,0.9125,0.325,14.81261375,6.3219385,3.50116325,4.819415,10.0
8367,F,1.4625,1.1375,0.4625,34.5013415,9.525432,6.4353365,11.056305,21.0
8368,F,1.6125,1.3125,0.4625,37.40716525,19.6462035,9.17106325,10.0640725,11.0
8369,F,1.325,1.0625,0.35,18.01610725,7.38504475,4.80524025,5.953395,11.0
8370,M,1.1875,0.9,0.3625,16.17338975,5.556502,4.2240755,5.2446575,14.0
8371,I,1.075,0.825,0.25,10.2908685,4.40834725,1.8994165,2.9766975,8.0
8372,M,1.25,1.0125,0.3,17.70426275,6.36446275,3.231843,6.0951425,9.0
8373,M,1.475,1.1625,0.425,28.8314415,13.13999325,6.76135575,7.7961125,11.0
8374,F,1.0125,0.75,0.225,7.257472,3.9972795,2.05533875,2.1262125,7.0
8375,F,1.5,1.2,0.425,30.43318825,14.18892475,6.23689,7.654365,9.0
8376,M,1.5,1.1875,0.4375,37.77570875,14.4865945,8.164656,11.056305,10.0
8377,F,1.5125,1.1375,0.375,28.8314415,11.4248485,7.087375,7.654365,13.0
8378,M,1.525,1.2,0.375,33.89182725,17.70426275,7.2858215,9.4970825,8.0
8379,M,1.55,1.25,0.45,32.1164945,12.94154675,7.38504475,10.3475675,10.0
8380,M,1.475,1.125,0.3875,25.69882175,10.5176645,6.19436575,7.5126175,11.0
8381,I,0.7875,0.525,0.15,3.061746,1.360776,0.80796075,0.9922325,6.0
8382,M,1.625,1.3125,0.45,41.900561,18.824068,6.4353365,10.546014,8.0
8383,F,1.625,1.2875,0.4125,41.80133775,14.84096325,9.7805775,11.4815475,15.0
8384,I,0.4375,0.3125,0.1,0.8221355,0.35436875,0.18427175,0.226796,4.0
8385,F,1.625,1.3125,0.4375,41.63124075,16.8112535,8.74582075,10.489315,11.0
8386,I,1.0875,0.8375,0.275,11.89261525,4.80524025,2.608154,3.8271825,8.0
8387,I,0.9625,0.7,0.2875,7.9095105,3.175144,1.5025235,2.26796,6.0
8388,F,1.625,1.3125,0.425,38.82464025,17.7751365,8.34892775,9.4970825,11.0
8389,F,1.45,1.125,0.375,31.6096925,15.1669825,6.53455975,8.1363065,9.0
8390,M,1.5,1.175,0.4125,28.76056775,12.40290625,5.62737575,8.3631025,13.0
8391,M,1.6,1.2875,0.4375,35.19590425,16.51358375,8.49067525,9.28446125,10.0
8392,F,0.9375,0.725,0.2625,7.087375,3.458639,1.7293195,2.324659,8.0
8393,I,1.325,1.05,0.3125,19.15008725,8.54737425,4.139027,5.953395,9.0
8394,M,1.5,1.1375,0.375,31.53881875,16.42853525,6.08096775,7.52679225,8.0
8395,I,0.375,0.2875,0.1125,0.41106775,0.18427175,0.0850485,0.1417475,4.0
8396,M,1.375,1.075,0.3625,23.6151335,10.13494625,4.706017,6.0951425,11.0
8397,F,1.6,1.2625,0.4375,38.782116,17.61921425,8.29222875,10.3475675,12.0
8398,F,1.775,1.425,0.5,52.219779,21.772416,11.5949455,17.27902025,12.0
8399,F,1.5,1.2125,0.4125,26.01066625,11.736693,5.48562825,8.561549,14.0
8400,I,0.5,0.3625,0.1375,0.9922325,0.41106775,0.283495,0.283495,4.0
8401,F,1.575,1.2125,0.475,37.1094955,14.13222575,8.09378225,9.7805775,13.0
8402,I,0.4125,0.3125,0.1,1.31825175,0.41106775,0.12757275,0.1417475,4.0
8403,M,1.375,1.075,0.3125,21.8007655,8.97261675,4.5075705,6.0951425,9.0
8404,F,1.6375,1.275,0.475,38.63900825,17.22232125,9.525432,11.77921725,12.0
8405,I,0.875,0.65,0.225,6.53455975,2.14038725,1.77184375,1.984465,7.0
8406,I,0.8375,0.65,0.2125,5.443104,2.25378525,1.28990225,1.5592225,7.0
8407,M,1.25,1.0,0.3625,18.653971,7.7394135,6.23689,5.6699,11.0
8408,F,1.65,1.275,0.4125,46.05376275,21.3471735,8.68912175,10.489315,10.0
8409,M,1.4,1.0625,0.3625,24.040376,9.241937,5.329706,8.221355,10.0
8410,M,1.4375,1.125,0.4,31.18445,10.04989775,6.42116175,9.4970825,12.0
8411,I,1.45,1.15,0.375,29.8520235,12.71475075,6.13766675,8.50485,12.0
8412,F,0.9125,0.675,0.2375,5.556502,2.721552,1.247378,1.814368,7.0
8413,I,1.175,0.8625,0.2875,14.16057525,5.953395,3.061746,4.35164825,16.0
8414,F,1.95,1.575,0.5375,72.234526,30.34813975,16.27697425,17.57669,13.0
8415,I,1.175,0.9,0.25,12.984071,5.06038575,2.42388225,3.96893,7.0
8416,I,0.425,0.3125,0.0625,0.8221355,0.340194,0.12757275,0.24097075,4.0
8417,I,1.1875,0.9,0.25,12.757275,5.4147545,2.8066005,3.8271825,7.0
8418,I,0.825,0.6375,0.2,5.1879585,2.041164,1.190679,1.70097,6.0
8419,I,0.875,0.625,0.1875,4.3941725,1.68679525,1.00640725,1.13398,7.0
8420,I,1.3125,0.9875,0.3125,16.17338975,7.69688925,3.98310475,4.819415,8.0
8421,I,1.3625,1.05,0.35,21.8007655,9.25611175,4.29494925,4.29494925,8.0
8422,M,1.4375,1.1125,0.4,26.43590875,9.87980075,4.77689075,8.50485,15.0
8423,M,1.225,1.0,0.3,18.24290325,7.04485075,4.2240755,4.53592,10.0
8424,I,1.325,1.05,0.3125,19.80212575,8.63242275,4.5075705,5.386405,9.0
8425,F,1.5625,1.2125,0.4125,31.808139,17.633389,8.66077225,8.9300925,9.0
8426,F,1.4125,1.1,0.3625,24.42309425,9.87980075,5.51397775,7.7961125,16.0
8427,I,0.575,0.425,0.1625,1.82854275,0.737087,0.396893,0.7087375,6.0
8428,F,1.4,1.1,0.5,26.444271,10.6877615,5.71242425,7.5126175,21.0
8429,I,1.25,0.95,0.325,16.82542825,7.29999625,4.025629,4.819415,9.0
8430,M,1.5625,1.2125,0.3875,32.545226,12.587178,6.93145275,8.50485,9.0
8431,M,1.1,0.8625,0.3,13.31009025,5.953395,3.47281375,4.195726,12.0
8432,M,1.6875,1.4125,0.4625,49.32813,21.98503725,8.901743,14.5999925,12.0
8433,I,0.6125,0.4625,0.1375,2.3530085,0.737087,0.510291,0.7654365,3.0
8434,I,1.1625,0.9,0.2875,14.50076925,6.066793,3.061746,4.1106775,8.0
8435,M,1.425,1.125,0.3625,21.92833825,8.88756825,4.195726,7.7961125,8.0
8436,M,1.6125,1.275,0.45,43.3463855,24.79163775,9.298636,10.75863525,11.0
8437,M,1.5625,1.2,0.475,38.42774725,14.7133905,7.41339425,11.7650425,12.0
8438,I,1.0625,0.8,0.3,11.09882925,4.9044635,2.05533875,3.118445,8.0
8439,M,1.3625,1.025,0.3125,23.6151335,11.793392,4.025629,6.520385,9.0
8440,M,1.1875,0.9,0.3125,15.35125425,5.273007,2.87747425,4.53592,9.0
8441,I,1.1,0.875,0.3,13.8062065,6.6054335,3.27436725,3.5436875,8.0
8442,M,1.1,0.8625,0.275,11.55242125,5.8683465,2.65067825,3.2601925,7.0
8443,M,1.2375,0.95,0.3,16.68368075,7.824462,3.78465825,4.6776675,8.0
8444,M,1.4,1.0875,0.3875,26.308336,11.4248485,4.762716,7.7961125,11.0
8445,M,1.5125,1.175,0.4125,31.51046925,12.77144975,6.747181,8.9300925,13.0
8446,M,1.5625,1.1625,0.3375,23.71435675,10.035723,5.6699,6.520385,10.0
8447,F,1.3,1.0375,0.3375,19.17843675,7.35669525,5.51397775,5.10291,8.0
8448,M,1.4375,1.125,0.35,26.365035,10.262519,4.86193925,10.20582,15.0
